time (S),CH0 Horizonal angles,CH0 Vertical angles,CH1 Horizonal angles,CH1 Vertical angles,CH2 Horizonal angles,CH2 Vertical angles,CH3 Horizonal angles,CH3 Vertical angles
0.000054369,-61.51239052,-9.859479955,-60.94860276,-8.796228587,-60.38804522,-7.732143656,-59.83030883,-6.667331255
0.000058252,-61.32006686,-9.899290583,-60.75775806,-8.835244131,-60.19868789,-7.770364947,-59.64244754,-6.704758681
0.000062136,-61.12767732,-9.938986932,-60.56685015,-8.874146928,-60.00926989,-7.80847507,-59.45452799,-6.742076563
0.000066019,-60.935222,-9.978568828,-60.37587912,-8.912936814,-59.81979131,-7.84647387,-59.26655028,-6.779284752
0.000069903,-60.74270098,-10.0180361,-60.18484506,-8.951613626,-59.63025225,-7.884361189,-59.07851451,-6.816383099
0.000073786,-60.55011436,-10.05738858,-59.99374807,-8.990177199,-59.4406528,-7.922136871,-58.89042078,-6.853371455
0.00007767,-60.35746224,-10.09662609,-59.80258825,-9.028627371,-59.25099306,-7.959800761,-58.70226918,-6.890249672
0.000081553,-60.16474471,-10.13574846,-59.6113657,-9.066963977,-59.06127314,-7.997352703,-58.51405983,-6.927017602
0.000085437,-59.97196187,-10.17475552,-59.42008052,-9.105186855,-58.87149314,-8.034792541,-58.32579281,-6.963675095
0.00008932,-59.77911382,-10.2136471,-59.2287328,-9.143295842,-58.68165315,-8.07212012,-58.13746824,-7.000222004
0.000093204,-59.58620066,-10.25242303,-59.03732266,-9.181290775,-58.49175328,-8.109335285,-57.94908621,-7.036658181
0.000097087,-59.39322248,-10.29108315,-58.84585018,-9.219171491,-58.30179363,-8.14643788,-57.76064684,-7.072983478
0.000100971,-59.2001794,-10.32962727,-58.65431547,-9.256937829,-58.11177431,-8.183427752,-57.57215022,-7.109197748
0.000104854,-59.00707151,-10.36805523,-58.46271865,-9.294589625,-57.92169542,-8.220304745,-57.38359646,-7.145300844
0.000108738,-58.81389891,-10.40636685,-58.2710598,-9.332126719,-57.73155707,-8.257068706,-57.19498568,-7.181292618
0.000112621,-58.62066172,-10.44456198,-58.07933904,-9.369548948,-57.54135936,-8.293719479,-57.00631796,-7.217172925
0.000116505,-58.42736003,-10.48264044,-57.88755648,-9.406856151,-57.35110241,-8.330256912,-56.81759344,-7.252941616
0.000120388,-58.23399396,-10.52060206,-57.69571222,-9.444048166,-57.16078631,-8.36668085,-56.62881221,-7.288598547
0.000124272,-58.0405636,-10.55844667,-57.50380637,-9.481124833,-56.97041119,-8.40299114,-56.43997438,-7.32414357
0.000128155,-57.84706907,-10.5961741,-57.31183904,-9.51808599,-56.77997714,-8.439187628,-56.25108006,-7.359576539
0.000132039,-57.65351049,-10.63378418,-57.11981034,-9.554931477,-56.58948429,-8.475270162,-56.06212938,-7.39489731
0.000135922,-57.45988795,-10.67127676,-56.92772039,-9.591661133,-56.39893274,-8.511238589,-55.87312243,-7.430105736
0.000139806,-57.26620157,-10.70865165,-56.73556928,-9.628274798,-56.20832261,-8.547092756,-55.68405933,-7.465201672
0.000143689,-57.07245147,-10.74590869,-56.54335715,-9.664772313,-56.017654,-8.582832511,-55.4949402,-7.500184974
0.000147573,-56.87863775,-10.78304771,-56.3510841,-9.701153516,-55.82692704,-8.618457701,-55.30576515,-7.535055496
0.000151456,-56.68476053,-10.82006854,-56.15875024,-9.737418249,-55.63614184,-8.653968175,-55.11653429,-7.569813093
0.00015534,-56.49081993,-10.85697102,-55.9663557,-9.773566353,-55.44529852,-8.689363782,-54.92724775,-7.604457622
0.000159223,-56.29681606,-10.89375499,-55.77390059,-9.809597668,-55.25439719,-8.724644368,-54.73790564,-7.638988939
0.000163107,-56.10274905,-10.93042026,-55.58138503,-9.845512036,-55.06343797,-8.759809785,-54.54850807,-7.673406899
0.00016699,-55.908619,-10.96696669,-55.38880913,-9.881309297,-54.87242099,-8.794859879,-54.35905517,-7.707711359
0.000170874,-55.71442605,-11.00339409,-55.19617302,-9.916989294,-54.68134635,-8.829794502,-54.16954706,-7.741902175
0.000174757,-55.5201703,-11.03970231,-55.00347682,-9.952551869,-54.49021418,-8.864613502,-53.97998386,-7.775979205
0.000178641,-55.32585188,-11.07589117,-54.81072065,-9.987996863,-54.29902461,-8.899316729,-53.79036568,-7.809942305
0.000182524,-55.13147092,-11.11196052,-54.61790463,-10.02332412,-54.10777775,-8.933904033,-53.60069265,-7.843791334
0.000186408,-54.93702754,-11.14791019,-54.42502889,-10.05853348,-53.91647374,-8.968375265,-53.4109649,-7.877526148
0.000190291,-54.74252186,-11.18374001,-54.23209355,-10.09362479,-53.72511268,-9.002730275,-53.22118254,-7.911146605
0.000194175,-54.54795401,-11.21944981,-54.03909873,-10.12859789,-53.53369472,-9.036968913,-53.03134571,-7.944652565
0.000198058,-54.35332412,-11.25503944,-53.84604457,-10.16345262,-53.34221996,-9.071091032,-52.84145452,-7.978043885
0.000201942,-54.15863231,-11.29050873,-53.65293119,-10.19818883,-53.15068855,-9.105096483,-52.65150911,-8.011320423
0.000205825,-53.96387871,-11.32585752,-53.45975872,-10.23280637,-52.95910061,-9.138985116,-52.46150959,-8.04448204
0.000209709,-53.76906345,-11.36108564,-53.26652728,-10.26730507,-52.76745627,-9.172756785,-52.27145611,-8.077528594
0.000213592,-53.57418667,-11.39619292,-53.07323702,-10.30168478,-52.57575565,-9.206411341,-52.08134878,-8.110459944
0.000217476,-53.37924849,-11.43117921,-52.87988805,-10.33594535,-52.3839989,-9.239948636,-51.89118773,-8.143275951
0.000221359,-53.18424905,-11.46604434,-52.68648052,-10.37008661,-52.19218613,-9.273368525,-51.70097311,-8.175976475
0.000225243,-52.98918849,-11.50078815,-52.49301455,-10.40410843,-52.00031748,-9.306670858,-51.51070503,-8.208561376
0.000229126,-52.79406693,-11.53541048,-52.29949029,-10.43801063,-51.80839309,-9.339855491,-51.32038363,-8.241030514
0.00023301,-52.59888451,-11.56991116,-52.10590785,-10.47179308,-51.61641309,-9.372922276,-51.13000904,-8.273383752
0.000236893,-52.40364138,-11.60429004,-51.91226739,-10.50545561,-51.42437761,-9.405871068,-50.9395814,-8.305620949
0.000240777,-52.20833766,-11.63854694,-51.71856904,-10.53899806,-51.23228679,-9.438701721,-50.74910084,-8.337741967
0.00024466,-52.0129735,-11.67268172,-51.52481293,-10.5724203,-51.04014077,-9.471414088,-50.55856749,-8.369746669
0.000248544,-51.81754905,-11.70669421,-51.33099921,-10.60572216,-50.84793968,-9.504008026,-50.3679815,-8.401634917
0.000252427,-51.62206443,-11.74058425,-51.13712801,-10.6389035,-50.65568366,-9.536483389,-50.17734299,-8.433406572
0.000256311,-51.42651979,-11.77435168,-50.94319948,-10.67196415,-50.46337285,-9.568840033,-49.98665212,-8.465061498
0.000260194,-51.23091528,-11.80799634,-50.74921376,-10.70490397,-50.2710074,-9.601077813,-49.795909,-8.496599558
0.000264078,-51.03525104,-11.84151807,-50.55517099,-10.73772281,-50.07858744,-9.633196586,-49.60511379,-8.528020615
0.000267961,-50.83952721,-11.87491671,-50.36107131,-10.77042052,-49.88611311,-9.665196207,-49.41426663,-8.559324532
0.000271845,-50.64374395,-11.9081921,-50.16691487,-10.80299694,-49.69358457,-9.697076534,-49.22336765,-8.590511174
0.000275728,-50.4479014,-11.94134409,-49.97270182,-10.83545192,-49.50100194,-9.728837423,-49.03241699,-8.621580405
0.000279612,-50.2519997,-11.97437251,-49.7784323,-10.86778532,-49.30836538,-9.760478733,-48.84141481,-8.65253209
0.000283495,-50.05603901,-12.00727721,-49.58410646,-10.89999698,-49.11567503,-9.79200032,-48.65036124,-8.683366093
0.000287379,-49.86001948,-12.04005802,-49.38972445,-10.93208675,-48.92293105,-9.823402043,-48.45925643,-8.714082281
0.000291262,-49.66394127,-12.07271481,-49.19528641,-10.9640545,-48.73013356,-9.854683759,-48.26810052,-8.744680517
0.000295146,-49.46780451,-12.10524739,-49.0007925,-10.99590005,-48.53728274,-9.885845328,-48.07689365,-8.775160669
0.000299029,-49.27160937,-12.13765563,-48.80624288,-11.02762328,-48.34437871,-9.916886609,-47.88563599,-8.805522603
0.000302913,-49.075356,-12.16993936,-48.61163768,-11.05922402,-48.15142164,-9.947807461,-47.69432766,-8.835766184
0.000306796,-48.87904457,-12.20209843,-48.41697707,-11.09070213,-47.95841167,-9.978607743,-47.50296883,-8.865891281
0.00031068,-48.68267521,-12.23413268,-48.22226121,-11.12205747,-47.76534896,-10.00928732,-47.31155964,-8.89589776
0.000314563,-48.4862481,-12.26604195,-48.02749023,-11.15328989,-47.57223366,-10.03984604,-47.12010023,-8.92578549
0.000318447,-48.28976339,-12.2978261,-47.83266431,-11.18439923,-47.37906592,-10.07028378,-46.92859077,-8.955554337
0.00032233,-48.09322124,-12.32948497,-47.6377836,-11.21538536,-47.1858459,-10.10060039,-46.7370314,-8.98520417
0.000326214,-47.89662181,-12.3610184,-47.44284826,-11.24624813,-46.99257375,-10.13079573,-46.54542228,-9.014734858
0.000330097,-47.69996527,-12.39242624,-47.24785844,-11.27698739,-46.79924963,-10.16086967,-46.35376356,-9.044146271
0.000333981,-47.50325178,-12.42370834,-47.05281431,-11.30760299,-46.6058737,-10.19082207,-46.16205538,-9.073438276
0.000337864,-47.30648149,-12.45486455,-46.85771602,-11.3380948,-46.41244611,-10.22065278,-45.97029792,-9.102610744
0.000341748,-47.10965459,-12.4858947,-46.66256375,-11.36846266,-46.21896702,-10.25036169,-45.77849132,-9.131663546
0.000345631,-46.91277123,-12.51679866,-46.46735765,-11.39870643,-46.02543659,-10.27994863,-45.58663573,-9.160596551
0.000349515,-46.71583158,-12.54757626,-46.27209789,-11.42882598,-45.83185499,-10.30941349,-45.39473133,-9.18940963
0.000353398,-46.51883581,-12.57822736,-46.07678463,-11.45882114,-45.63822237,-10.33875613,-45.20277826,-9.218102654
0.000357282,-46.32178409,-12.6087518,-45.88141804,-11.48869179,-45.4445389,-10.3679764,-45.01077668,-9.246675496
0.000361165,-46.12467659,-12.63914944,-45.68599829,-11.51843778,-45.25080475,-10.39707418,-44.81872676,-9.275128026
0.000365049,-45.92751348,-12.66942013,-45.49052553,-11.54805897,-45.05702006,-10.42604933,-44.62662866,-9.303460118
0.000368932,-45.73029494,-12.69956371,-45.29499995,-11.57755521,-44.86318502,-10.45490171,-44.43448252,-9.331671643
0.000372816,-45.53302113,-12.72958004,-45.09942171,-11.60692637,-44.66929978,-10.48363119,-44.24228853,-9.359762476
0.000376699,-45.33569223,-12.75946897,-44.90379098,-11.6361723,-44.47536451,-10.51223764,-44.05004684,-9.387732489
0.000380583,-45.13830842,-12.78923034,-44.70810794,-11.66529286,-44.28137939,-10.54072092,-43.85775762,-9.415581555
0.000384466,-44.94086988,-12.81886402,-44.51237275,-11.69428791,-44.08734457,-10.5690809,-43.66542102,-9.443309551
0.00038835,-44.74337678,-12.84836985,-44.3165856,-11.72315732,-43.89326024,-10.59731746,-43.47303722,-9.470916349
0.000392233,-44.54582929,-12.87774768,-44.12074665,-11.75190094,-43.69912655,-10.62543044,-43.28060638,-9.498401825
0.000396117,-44.34822761,-12.90699738,-43.92485607,-11.78051863,-43.50494368,-10.65341974,-43.08812867,-9.525765854
0.0004,-44.15057191,-12.93611879,-43.72891406,-11.80901025,-43.31071181,-10.6812852,-42.89560426,-9.553008313
0.000403883,-43.95286237,-12.96511176,-43.53292078,-11.83737567,-43.1164311,-10.70902671,-42.70303331,-9.580129076
0.000407767,-43.75509918,-12.99397616,-43.33687641,-11.86561476,-42.92210173,-10.73664413,-42.51041599,-9.607128022
0.00041165,-43.55728252,-13.02271183,-43.14078114,-11.89372736,-42.72772387,-10.76413734,-42.31775248,-9.634005027
0.000415534,-43.35941257,-13.05131864,-42.94463513,-11.92171335,-42.5332977,-10.79150619,-42.12504295,-9.660759967
0.000419417,-43.16148953,-13.07979644,-42.74843858,-11.94957258,-42.3388234,-10.81875057,-41.93228756,-9.687392722
0.000423301,-42.96351357,-13.10814508,-42.55219167,-11.97730493,-42.14430115,-10.84587035,-41.7394865,-9.713903169
0.000427184,-42.76548489,-13.13636442,-42.35589457,-12.00491026,-41.94973111,-10.87286539,-41.54663993,-9.740291187
0.000431068,-42.56740367,-13.16445432,-42.15954747,-12.03238843,-41.75511348,-10.89973557,-41.35374803,-9.766556656
0.000434951,-42.36927011,-13.19241463,-41.96315057,-12.0597393,-41.56044843,-10.92648076,-41.16081097,-9.792699453
0.000438835,-42.1710844,-13.22024522,-41.76670403,-12.08696275,-41.36573614,-10.95310083,-40.96782893,-9.81871946
0.000442718,-41.97284672,-13.24794595,-41.57020806,-12.11405863,-41.17097679,-10.97959566,-40.77480208,-9.844616557
0.000446602,-41.77455728,-13.27551666,-41.37366284,-12.14102682,-40.97617056,-11.00596513,-40.58173061,-9.870390625
0.000450485,-41.57621626,-13.30295723,-41.17706855,-12.16786719,-40.78131765,-11.0322091,-40.38861469,-9.896041544
0.000454369,-41.37782386,-13.33026751,-40.98042539,-12.19457959,-40.58641823,-11.05832745,-40.1954545,-9.921569196
0.000458252,-41.17938028,-13.35744736,-40.78373354,-12.22116391,-40.39147249,-11.08432006,-40.00225023,-9.946973464
0.000462136,-40.98088571,-13.38449665,-40.5869932,-12.24762,-40.19648061,-11.1101868,-39.80900204,-9.97225423
0.000466019,-40.78234036,-13.41141523,-40.39020457,-12.27394774,-40.00144279,-11.13592754,-39.61571012,-9.997411376
0.000469903,-40.58374442,-13.43820297,-40.19336783,-12.30014699,-39.8063592,-11.16154217,-39.42237466,-10.02244479
0.000473786,-40.38509809,-13.46485973,-39.99648317,-12.32621763,-39.61123004,-11.18703057,-39.22899584,-10.04735435
0.00047767,-40.18640157,-13.49138537,-39.7995508,-12.35215952,-39.4160555,-11.2123926,-39.03557383,-10.07213994
0.000481553,-39.98765507,-13.51777976,-39.60257091,-12.37797254,-39.22083577,-11.23762815,-38.84210883,-10.09680145
0.000485437,-39.78885878,-13.54404275,-39.4055437,-12.40365656,-39.02557103,-11.26273709,-38.64860103,-10.12133876
0.00048932,-39.59001292,-13.57017422,-39.20846936,-12.42921145,-38.83026148,-11.28771931,-38.45505059,-10.14575176
0.000493204,-39.39111769,-13.59617404,-39.0113481,-12.45463709,-38.63490732,-11.31257468,-38.26145773,-10.17004033
0.000497087,-39.19217329,-13.62204205,-38.81418011,-12.47993333,-38.43950873,-11.33730309,-38.06782261,-10.19420436
0.000500971,-38.99317994,-13.64777814,-38.61696559,-12.50510007,-38.24406592,-11.36190441,-37.87414543,-10.21824374
0.000504854,-38.79413783,-13.67338217,-38.41970475,-12.53013717,-38.04857906,-11.38637853,-37.68042638,-10.24215836
0.000508738,-38.59504718,-13.698854,-38.22239779,-12.55504451,-37.85304838,-11.41072532,-37.48666565,-10.2659481
0.000512621,-38.39590821,-13.72419351,-38.02504491,-12.57982196,-37.65747405,-11.43494467,-37.29286343,-10.28961285
0.000516505,-38.19672111,-13.74940055,-37.82764632,-12.6044694,-37.46185627,-11.45903646,-37.09901991,-10.3131525
0.000520388,-37.99748611,-13.77447501,-37.63020221,-12.6289867,-37.26619525,-11.48300058,-36.90513527,-10.33656694
0.000524272,-37.79820341,-13.79941674,-37.43271281,-12.65337375,-37.07049119,-11.5068369,-36.71120973,-10.35985606
0.000528155,-37.59887323,-13.82422562,-37.23517831,-12.67763041,-36.87474428,-11.53054532,-36.51724346,-10.38301975
0.000532039,-37.39949579,-13.84890152,-37.03759892,-12.70175656,-36.67895473,-11.5541257,-36.32323667,-10.40605791
0.000535922,-37.2000713,-13.87344431,-36.83997486,-12.72575209,-36.48312274,-11.57757795,-36.12918954,-10.42897041
0.000539806,-37.00059997,-13.89785387,-36.64230633,-12.74961687,-36.2872485,-11.60090195,-35.93510228,-10.45175716
0.000543689,-36.80108204,-13.92213005,-36.44459353,-12.77335078,-36.09133223,-11.62409757,-35.74097508,-10.47441804
0.000547573,-36.60151771,-13.94627274,-36.2468367,-12.79695369,-35.89537413,-11.64716471,-35.54680814,-10.49695296
0.000551456,-36.4019072,-13.97028181,-36.04903602,-12.8204255,-35.6993744,-11.67010326,-35.35260165,-10.51936179
0.00055534,-36.20225074,-13.99415713,-35.85119173,-12.84376608,-35.50333325,-11.6929131,-35.15835582,-10.54164445
0.000559223,-36.00254855,-14.01789858,-35.65330403,-12.86697532,-35.30725089,-11.71559412,-34.96407084,-10.56380081
0.000563107,-35.80280086,-14.04150603,-35.45537314,-12.89005308,-35.11112752,-11.7381462,-34.76974692,-10.58583078
0.00056699,-35.60300787,-14.06497936,-35.25739927,-12.91299926,-34.91496335,-11.76056925,-34.57538425,-10.60773425
0.000570874,-35.40316983,-14.08831844,-35.05938265,-12.93581374,-34.71875859,-11.78286314,-34.38098304,-10.62951111
0.000574757,-35.20328695,-14.11152314,-34.86132348,-12.95849641,-34.52251346,-11.80502776,-34.18654349,-10.65116127
0.000578641,-35.00335946,-14.13459336,-34.66322199,-12.98104714,-34.32622815,-11.82706302,-33.99206581,-10.67268462
0.000582524,-34.8033876,-14.15752895,-34.4650784,-13.00346582,-34.12990289,-11.84896879,-33.79755019,-10.69408105
0.000586408,-34.60337158,-14.18032981,-34.26689292,-13.02575233,-33.93353788,-11.87074497,-33.60299684,-10.71535047
0.000590291,-34.40331164,-14.20299581,-34.06866578,-13.04790657,-33.73713334,-11.89239146,-33.40840597,-10.73649277
0.000594175,-34.20320801,-14.22552683,-33.8703972,-13.06992842,-33.54068949,-11.91390814,-33.21377779,-10.75750786
0.000598058,-34.00306092,-14.24792275,-33.67208741,-13.09181776,-33.34420653,-11.9352949,-33.01911249,-10.77839562
0.000601942,-33.8028706,-14.27018345,-33.47373662,-13.11357449,-33.14768468,-11.95655165,-32.82441029,-10.79915597
0.000605825,-33.60263728,-14.29230881,-33.27534506,-13.13519848,-32.95112416,-11.97767828,-32.6296714,-10.8197888
0.000609709,-33.40236121,-14.31429872,-33.07691296,-13.15668963,-32.75452519,-11.99867468,-32.43489602,-10.84029401
0.000613592,-33.20204261,-14.33615305,-32.87844054,-13.17804783,-32.55788798,-12.01954074,-32.24008437,-10.8606715
0.000617476,-33.00168172,-14.35787169,-32.67992803,-13.19927297,-32.36121275,-12.04027637,-32.04523665,-10.88092119
0.000621359,-32.80127877,-14.37945453,-32.48137566,-13.22036494,-32.16449973,-12.06088146,-31.85035308,-10.90104296
0.000625243,-32.60083402,-14.40090144,-32.28278365,-13.24132362,-31.96774912,-12.0813559,-31.65543387,-10.92103672
0.000629126,-32.40034768,-14.42221231,-32.08415224,-13.26214892,-31.77096116,-12.1016996,-31.46047922,-10.94090238
0.00063301,-32.19982001,-14.44338703,-31.88548166,-13.28284072,-31.57413605,-12.12191245,-31.26548936,-10.96063984
0.000636893,-31.99925125,-14.46442548,-31.68677213,-13.30339891,-31.37727404,-12.14199435,-31.07046449,-10.980249
0.000640777,-31.79864163,-14.48532755,-31.48802389,-13.32382339,-31.18037533,-12.16194521,-30.87540484,-10.99972978
0.00064466,-31.59799139,-14.50609313,-31.28923717,-13.34411405,-30.98344015,-12.18176491,-30.68031061,-11.01908207
0.000648544,-31.39730079,-14.52672211,-31.09041221,-13.36427079,-30.78646874,-12.20145337,-30.48518202,-11.03830578
0.000652427,-31.19657006,-14.54721437,-30.89154924,-13.3842935,-30.5894613,-12.22101048,-30.2900193,-11.05740082
0.000656311,-30.99579946,-14.5675698,-30.6926485,-13.40418208,-30.39241807,-12.24043614,-30.09482264,-11.0763671
0.000660194,-30.79498922,-14.5877883,-30.49371021,-13.42393642,-30.19533928,-12.25973026,-29.89959229,-11.09520453
0.000664078,-30.59413959,-14.60786975,-30.29473463,-13.44355642,-29.99822514,-12.27889274,-29.70432844,-11.11391301
0.000667961,-30.39325082,-14.62781404,-30.09572198,-13.46304198,-29.8010759,-12.29792349,-29.50903132,-11.13249245
0.000671845,-30.19232316,-14.64762107,-29.8966725,-13.482393,-29.60389178,-12.3168224,-29.31370116,-11.15094276
0.000675728,-29.99135686,-14.66729073,-29.69758644,-13.50160937,-29.406673,-12.33558939,-29.11833817,-11.16926386
0.000679612,-29.79035217,-14.68682291,-29.49846403,-13.52069099,-29.20941981,-12.35422435,-28.92294256,-11.18745565
0.000683495,-29.58930933,-14.70621751,-29.29930552,-13.53963777,-29.01213242,-12.3727272,-28.72751458,-11.20551805
0.000687379,-29.38822861,-14.72547442,-29.10011114,-13.55844961,-28.81481108,-12.39109783,-28.53205443,-11.22345097
0.000691262,-29.18711025,-14.74459354,-28.90088114,-13.5771264,-28.61745601,-12.40933617,-28.33656234,-11.24125431
0.000695146,-28.98595451,-14.76357476,-28.70161576,-13.59566805,-28.42006744,-12.42744211,-28.14103853,-11.258928
0.000699029,-28.78476163,-14.78241797,-28.50231525,-13.61407446,-28.22264562,-12.44541556,-27.94548323,-11.27647195
0.000702913,-28.58353189,-14.80112308,-28.30297984,-13.63234554,-28.02519078,-12.46325643,-27.74989666,-11.29388607
0.000706796,-28.38226553,-14.81968999,-28.10360979,-13.65048118,-27.82770314,-12.48096464,-27.55427905,-11.31117028
0.00071068,-28.18096281,-14.83811858,-27.90420534,-13.6684813,-27.63018295,-12.49854009,-27.35863062,-11.32832448
0.000714563,-27.97962398,-14.85640877,-27.70476674,-13.68634579,-27.43263044,-12.51598269,-27.16295161,-11.34534861
0.000718447,-27.77824932,-14.87456045,-27.50529423,-13.70407457,-27.23504586,-12.53329236,-26.96724223,-11.36224257
0.00072233,-27.57683906,-14.89257351,-27.30578807,-13.72166753,-27.03742943,-12.550469,-26.77150272,-11.37900629
0.000726214,-27.37539349,-14.91044788,-27.1062485,-13.73912459,-26.8397814,-12.56751254,-26.5757333,-11.39563967
0.000730097,-27.17391285,-14.92818343,-26.90667578,-13.75644566,-26.64210201,-12.58442287,-26.37993421,-11.41214265
0.000733981,-26.9723974,-14.94578008,-26.70707014,-13.77363064,-26.44439149,-12.60119992,-26.18410567,-11.42851513
0.000737864,-26.77084742,-14.96323773,-26.50743186,-13.79067945,-26.24665008,-12.6178436,-25.98824792,-11.44475705
0.000741748,-26.56926317,-14.98055629,-26.30776116,-13.80759198,-26.04887804,-12.63435383,-25.79236118,-11.46086831
0.000745631,-26.3676449,-14.99773566,-26.10805832,-13.82436816,-25.8510756,-12.65073052,-25.59644569,-11.47684884
0.000749515,-26.16599288,-15.01477574,-25.90832358,-13.8410079,-25.65324299,-12.66697359,-25.40050168,-11.49269856
0.000753398,-25.96430738,-15.03167644,-25.7085572,-13.85751109,-25.45538048,-12.68308296,-25.20452938,-11.50841739
0.000757282,-25.76258867,-15.04843767,-25.50875943,-13.87387767,-25.25748829,-12.69905854,-25.00852902,-11.52400526
0.000761165,-25.56083701,-15.06505933,-25.30893052,-13.89010753,-25.05956667,-12.71490025,-24.81250085,-11.53946209
0.000765049,-25.35905267,-15.08154134,-25.10907074,-13.90620061,-24.86161588,-12.73060801,-24.61644509,-11.5547878
0.000768932,-25.15723593,-15.09788359,-24.90918034,-13.9221568,-24.66363615,-12.74618174,-24.42036197,-11.56998232
0.000772816,-24.95538703,-15.11408602,-24.70925957,-13.93797602,-24.46562772,-12.76162136,-24.22425175,-11.58504558
0.000776699,-24.75350627,-15.13014851,-24.50930871,-13.9536582,-24.26759086,-12.77692679,-24.02811464,-11.59997749
0.000780583,-24.55159391,-15.14607099,-24.30932799,-13.96920324,-24.0695258,-12.79209796,-23.83195089,-11.61477799
0.000784466,-24.34965022,-15.16185336,-24.10931769,-13.98461107,-23.8714328,-12.80713479,-23.63576074,-11.629447
0.00078835,-24.14767547,-15.17749554,-23.90927807,-13.99988159,-23.67331209,-12.82203719,-23.43954441,-11.64398445
0.000792233,-23.94566994,-15.19299744,-23.70920938,-14.01501474,-23.47516394,-12.83680509,-23.24330216,-11.65839027
0.000796117,-23.7436339,-15.20835897,-23.50911189,-14.03001043,-23.27698859,-12.85143843,-23.04703422,-11.67266439
0.0008,-23.54156763,-15.22358006,-23.30898586,-14.04486858,-23.07878629,-12.86593711,-22.85074083,-11.68680674
0.000803883,-23.3394714,-15.23866061,-23.10883155,-14.05958911,-22.8805573,-12.88030107,-22.65442223,-11.70081724
0.000807767,-23.13734548,-15.25360055,-22.90864923,-14.07417195,-22.68230186,-12.89453023,-22.45807866,-11.71469584
0.00081165,-22.93519016,-15.26839978,-22.70843915,-14.088617,-22.48402022,-12.90862453,-22.26171035,-11.72844245
0.000815534,-22.73300571,-15.28305823,-22.50820159,-14.10292421,-22.28571265,-12.92258388,-22.06531757,-11.74205701
0.000819417,-22.5307924,-15.29757582,-22.30793681,-14.11709348,-22.08737938,-12.93640822,-21.86890053,-11.75553946
0.000823301,-22.32855053,-15.31195246,-22.10764508,-14.13112475,-21.88902069,-12.95009748,-21.6724595,-11.76888973
0.000827184,-22.12628036,-15.32618807,-21.90732666,-14.14501794,-21.69063682,-12.96365158,-21.4759947,-11.78210775
0.000831068,-21.92398218,-15.34028259,-21.70698182,-14.15877297,-21.49222802,-12.97707045,-21.27950639,-11.79519346
0.000834951,-21.72165627,-15.35423591,-21.50661083,-14.17238978,-21.29379456,-12.99035404,-21.08299481,-11.80814679
0.000838835,-21.51930291,-15.36804798,-21.30621395,-14.18586829,-21.09533668,-13.00350226,-20.8864602,-11.82096768
0.000842718,-21.31692238,-15.38171871,-21.10579146,-14.19920842,-20.89685465,-13.01651505,-20.68990281,-11.83365607
0.000846602,-21.11451496,-15.39524802,-20.90534362,-14.21241011,-20.69834872,-13.02939234,-20.49332288,-11.84621188
0.000850485,-20.91208094,-15.40863585,-20.70487071,-14.22547329,-20.49981916,-13.04213408,-20.29672066,-11.85863507
0.000854369,-20.70962061,-15.42188211,-20.504373,-14.23839788,-20.30126621,-13.05474018,-20.1000964,-11.87092557
0.000858252,-20.50713424,-15.43498674,-20.30385075,-14.25118381,-20.10269014,-13.0672106,-19.90345034,-11.88308332
0.000862136,-20.30462212,-15.44794965,-20.10330424,-14.26383102,-19.9040912,-13.07954525,-19.70678273,-11.89510826
0.000866019,-20.10208454,-15.46077078,-19.90273375,-14.27633944,-19.70546966,-13.09174408,-19.51009382,-11.90700032
0.000869903,-19.89952178,-15.47345005,-19.70213953,-14.28870901,-19.50682578,-13.10380704,-19.31338386,-11.91875946
0.000873786,-19.69693413,-15.4859874,-19.50152188,-14.30093965,-19.30815982,-13.11573404,-19.11665309,-11.9303856
0.00087767,-19.49432189,-15.49838276,-19.30088106,-14.3130313,-19.10947204,-13.12752504,-18.91990177,-11.94187871
0.000881553,-19.29168533,-15.51063605,-19.10021735,-14.3249839,-18.91076269,-13.13917997,-18.72313014,-11.95323871
0.000885437,-19.08902475,-15.5227472,-18.89953101,-14.33679738,-18.71203205,-13.15069878,-18.52633846,-11.96446555
0.00088932,-18.88634043,-15.53471616,-18.69882234,-14.34847167,-18.51328038,-13.1620814,-18.32952697,-11.97555918
0.000893204,-18.68363267,-15.54654285,-18.4980916,-14.36000673,-18.31450794,-13.17332777,-18.13269593,-11.98651955
0.000897087,-18.48090176,-15.5582272,-18.29733908,-14.37140247,-18.11571499,-13.18443784,-17.93584559,-11.99734659
0.000900971,-18.27814798,-15.56976915,-18.09656504,-14.38265885,-17.9169018,-13.19541155,-17.7389762,-12.00804025
0.000904854,-18.07537163,-15.58116865,-17.89576976,-14.39377581,-17.71806862,-13.20624885,-17.54208801,-12.01860049
0.000908738,-17.87257301,-15.59242561,-17.69495354,-14.40475327,-17.51921574,-13.21694967,-17.34518128,-12.02902725
0.000912621,-17.6697524,-15.60353998,-17.49411663,-14.41559119,-17.32034341,-13.22751396,-17.14825625,-12.03932048
0.000916505,-17.4669101,-15.6145117,-17.29325933,-14.42628951,-17.1214519,-13.23794168,-16.95131319,-12.04948012
0.000920388,-17.2640464,-15.62534071,-17.09238192,-14.43684816,-16.92254148,-13.24823275,-16.75435235,-12.05950613
